X,Y
-100.0,0.3096795489304892
-99.9979999799998,-1.8079383106899836
-99.9959999599996,-1.11664034109943
-99.9939999399994,1.3473497890165993
-99.9919999199992,0.4729350041472474
-99.989999899999,-1.685543284619288
-99.9879998799988,-0.4764524869848004
-99.9859998599986,-1.4452840299695882
-99.9839998399984,-0.16406103363462113
-99.9819998199982,-0.25735442288880916
-99.979999799998,-0.5489288042206375
-99.9779997799978,-1.078141471577659
-99.9759997599976,0.5901310558570061
-99.9739997399974,0.6392327805322424
-99.9719997199972,-0.5980597654816411
-99.969999699997,-0.03761945740068202
-99.9679996799968,-1.06906830949116
-99.9659996599966,-2.1383625180828183
-99.9639996399964,0.09851093511774667
-99.9619996199962,1.6409240215300687
-99.959999599996,-0.1583816564598281
-99.9579995799958,-0.6681392518289191
-99.9559995599956,0.8658763758279405
-99.9539995399954,0.22626396248203204
-99.9519995199952,-0.7156736967136434
-99.949999499995,0.28555088458006866
-99.9479994799948,-0.7330485828879483
-99.9459994599946,0.9923586542954503
-99.9439994399944,0.37391696911727734
-99.9419994199942,0.12662887577302528
-99.939999399994,0.9702390793459075
-99.9379993799938,-0.6462964761591434
-99.9359993599936,-0.7080895529509019
-99.9339993399934,0.10532430814474385
-99.9319993199932,0.7717888090381584
-99.929999299993,0.6013174574736354
-99.9279992799928,-0.9533304350713745
-99.9259992599926,-1.1065173469710585
-99.9239992399924,-1.375245267358535
-99.9219992199922,-0.33700940156363157
-99.919999199992,-0.6251151186179599
-99.9179991799918,0.6962848627636005
-99.9159991599916,0.03361637275023619
-99.9139991399914,-0.06058743880950004
-99.9119991199912,0.4481080825503995
-99.909999099991,0.8048750462472029
-99.9079990799908,-0.7981044682457837
-99.9059990599906,0.23808089070285862
-99.9039990399904,-0.28658525253220446
-99.9019990199902,1.1170426944037306
-99.89999899999,1.1583790070183282
-99.8979989799898,-0.08986697169545153
-99.8959989599896,-0.18497863272645082
-99.8939989399894,0.9680293581496071
-99.8919989199892,0.1448026972644488
-99.889998899989,-0.7235040828098622
-99.8879988799888,-0.6493443110385236
-99.8859988599886,0.09252751730785364
-99.8839988399884,1.8896751949665322
-99.8819988199882,0.6638797717760843
-99.879998799988,1.0285119751275416
-99.8779987799878,1.326700323354873
-99.8759987599876,-0.7748411506452028
-99.8739987399874,1.0746451035646845
-99.8719987199872,0.4464943522039858
-99.869998699987,0.2762333633508964
-99.8679986799868,0.9312302992307574
-99.8659986599866,-0.008714694964142412
-99.8639986399864,0.5207497131469551
-99.8619986199862,-0.6100432711750472
-99.859998599986,-1.3692153896388817
-99.8579985799858,-0.043679201550797915
-99.8559985599856,1.9365949590058036
-99.8539985399854,0.15746210414736772
-99.8519985199852,0.47482539318753975
-99.849998499985,-1.3943464645860544
-99.8479984799848,0.43550903833861104
-99.8459984599846,1.0536854032262946
-99.8439984399844,-2.195789213372745
-99.8419984199842,-1.4376268950528732
-99.839998399984,-1.401637184097969
-99.8379983799838,-1.5635241968156426
-99.8359983599836,0.2766006519741338
-99.8339983399834,-0.898052292573161
-99.8319983199832,-0.3495085213872458
-99.829998299983,1.201029501994726
-99.8279982799828,0.6918145529145713
-99.8259982599826,0.08725532067288132
-99.8239982399824,-0.320767600938811
-99.8219982199822,1.237977213290206
-99.819998199982,-0.665476912463113
-99.8179981799818,-1.0164245226300674
-99.8159981599816,0.615292998958403
-99.8139981399814,0.42098527253428564
-99.8119981199812,0.5007796717773978
-99.809998099981,-0.24368794992052323
-99.8079980799808,-0.5604112857804633
-99.8059980599806,-2.4808256452724873
-99.8039980399804,0.7598224504134855
-99.8019980199802,-0.9175107592942342
-99.79999799998,0.5321990114324945
-99.7979979799798,-0.6720468232812071
-99.7959979599796,0.024203085654714667
-99.7939979399794,-1.438896472441206
-99.7919979199792,0.5113058864894683
-99.789997899979,-0.8944970172857443
-99.7879978799788,2.0610001113763405
-99.7859978599786,-0.9528486044304278
-99.7839978399784,1.7711033129992289
-99.7819978199782,0.7636940837709324
-99.779997799978,-0.5816564587307083
-99.7779977799778,-0.8639719164653791
-99.7759977599776,1.1023322344948268
-99.7739977399774,-0.1599692473694441
-99.7719977199772,0.7712961629961009
-99.769997699977,-0.30820335694512035
-99.7679976799768,-0.3363666554784582
-99.7659976599766,1.7638200285348409
-99.7639976399764,0.5221221158119448
-99.7619976199762,-1.6451281840292329
-99.759997599976,-0.4117606785539776
-99.7579975799758,-1.2140217001572307
-99.7559975599756,-0.751110349178825
-99.7539975399754,-0.391725802384926
-99.7519975199752,1.401277499708774
-99.749997499975,-1.9789935620430827
-99.7479974799748,-0.09366707135454522
-99.7459974599746,0.2885040087359811
-99.7439974399744,-0.007564702902939079
-99.7419974199742,1.8903198309024436
-99.739997399974,0.6073043058263894
-99.7379973799738,0.743626989317946
-99.7359973599736,-1.0296407573460153
-99.7339973399734,-0.6388963127566113
-99.7319973199732,-0.7610130614098853
-99.729997299973,1.068472614529548
-99.7279972799728,0.6004383907009108
-99.7259972599726,-0.21429425005680447
-99.7239972399724,-0.9147170264951329
-99.7219972199722,-0.11594256020248624
-99.719997199972,1.4894392982870255
-99.7179971799718,0.029273136170613834
-99.7159971599716,0.2223586906698946
-99.7139971399714,-2.2926818180671114
-99.7119971199712,1.773171720404643
-99.709997099971,0.5257815972394689
-99.7079970799708,-0.5998128684882679
-99.7059970599706,-0.2577891308268598
-99.7039970399704,-1.8187044058689394
-99.7019970199702,-2.122137761802148
-99.69999699997,-1.1903012592932065
-99.6979969799698,0.34669137222205443
-99.6959969599696,0.013277708500047372
-99.6939969399694,-1.0930621707825392
-99.6919969199692,0.719299171428191
-99.689996899969,0.03549582360646318
-99.6879968799688,-0.3799753924616159
-99.6859968599686,-1.3513040909606846
-99.6839968399684,-0.5346624191773409
-99.6819968199682,2.1079800709490684
-99.679996799968,-1.245592950884742
-99.6779967799678,-0.7350709473416601
-99.6759967599676,0.45674561484390463
-99.6739967399674,0.4559151825220174
-99.6719967199672,-1.2790634017021287
-99.669996699967,0.4498748396864516
-99.6679966799668,-0.08588851316369094
-99.6659966599666,-0.14196022134083297
-99.6639966399664,1.3150668814676636
-99.6619966199662,0.5068083975468792
-99.659996599966,-0.2012317501082361
